Kode	Uraian	Satuan	 Harga 
M.737	Panel Kontrol Pompa Kolam Renang Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.738	Panel Kontrol Pompa Transfer Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.739	Panel Kontrol WTP Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.740	Panel kWh Meter Rermasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.741	Panel Lantai Wall Mounted Uk. 600x400x200mm Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.742	Panel Lantai Wall Mounted Uk. 800x600x200mm Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.743	Panel Penerangan Luar Outdoor Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.744	Panel Power AC (VRF/DX System) Termasuk Material Bantu/Aksesoris	Unit	 Rp32,684,400 
M.745	Panel Power Chiller Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.746	Panel Power AHU Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.747	Panel Power Elektronik Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.748	Panel Power Gondola Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.749	Panel Power Lift Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.750	Pantek (Kedalaman Min. 12m)	Lot	 Rp- 
M.751	Pelindung Lampu	Unit	 Rp- 
M.752	Polymer Inspection Pit dan Aksesoris	Unit	 Rp- 
M.753	RM TKI 2 x 16 Watt LED dan Aksesoris	Unit	 Rp466,900 
M.754	Rod Coupling	Buah	 Rp105,100 
M.755	Rod to Cable Clamp (Type GUV) dan Aksesoris	Unit	 Rp315,200 
M.756	Sensor Cahaya dan Aksesoris	Unit	 Rp- 
M.757	Sensor Gerak dan Aksesoris	Unit	 Rp- 
M.758	Square Tape Clamp dan Aksesoris	Unit	 Rp- 
			 Rp- 
M.759	Kabel STP		 Rp- 
M.760	Kabel STP AWG 18 1 Pair	m1	 Rp14,100 
M.761	STP AWG 18 + PVC Conduit HI 20 mm2 (Dari MCFA ke TB) dan Aksesoris	m1	 Rp23,500 
M.762	SDP Floor Standing Termasuk Material Bantu/Aksesoris	Unit	 Rp145,900 
M.763	SDP Wall Mounted Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.764	Socket Conduit 20mm	Buah	 Rp1,200 
M.765	Software Sistem Offline/Online untuk kWh Meter Swakelola Prabayar	Buah	 Rp- 
M.766	Stop Kontak 1 P. 10 A. 200 W dan Aksesoris	Buah	 Rp- 
M.767	Stop Kontak 1 P. 10 A. 200 W + Cover dan Aksesoris	Buah	 Rp- 
M.768	Stop Kontak AC dan Aksesoris	Buah	 Rp116,700 
M.769	Stop Kontak Hand Dryer 1 Ph 1.000 W dan Aksesoris	Buah	 Rp- 
M.770	Tangki Solar Harian 500 Liter dan Aksesoris	Buah	 Rp- 
M.771	Terminal Busbar Uk. 300x50x5mm	Buah	 Rp- 
M.772	Trafo Kap : 500 KVA ; Synthetic Oil Ester (Termasuk Terminasi Instalasi Trafo) dan Aksesoris	Unit	 Rp- 
M.773	Tiang PJU Kawasan 6-7 M (Hexagonal Ketebalan Plat 3 mm) + Pondasi dan Aksesoris	Unit	 Rp- 
			 Rp- 
M.774	Kabel Tray		 Rp- 
M.775	Tray (Horizontal) 600 x 100 mm dan Aksesoris	m1	 Rp466,900 
M.776	Tray (Horizontal) 500 x 100 mm dan Aksesoris	m1	 Rp324,300 
M.777	Tray (Horizontal) 400 x 100 mm dan Aksesoris	m1	 Rp215,200 
M.778	Tray (Horizontal) 300 x 100 mm dan Aksesoris	m1	 Rp182,100 
M.779	Tray (Horizontal) 200 x 100 mm dan Aksesoris	m1	 Rp143,600 
M.780	Tray (Vertikal) 600 x 100 mm dan Aksesoris	m1	 Rp466,900 
M.781	Tray (Vertikal) 500 x 100 mm dan Aksesoris	m1	 Rp324,300 
M.782	Tray (Vertikal) 400 x 100 mm dan Aksesoris	m1	 Rp215,200 
M.783	Tray (Vertikal) 300 x 100 mm dan Aksesoris	m1	 Rp182,100 
M.784	Tray (Vertikal) 200 x 100 mm dan Aksesoris	m1	 Rp143,600 
M.785	UPS 5 KVA/3P Tipe Online Back Up Battery 15 Menit dan Aksesoris	Unit	 Rp70,038,000 
			 Rp- 
M.786	Kabel UTP		 Rp- 
M.787	UTP CAT 6	m1	 Rp8,700 
M.788	UTP CAT 6 + PVC Conduit HI 20 mm2 dan Aksesoris	m1	 Rp14,600 
M.789	PUTM Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
M.790	PUTR per Kubikal Termasuk Material Bantu/Aksesoris	Unit	 Rp- 
 HARGA BAHAN SISTEM ALARM KEBAKARAN, CCTV, TATA SUARA, TELEPON, DATA DAN INTERNET, MATV			 Rp- 
M.791	MCP-FA (Semi Addressable 1 Loop) dan A	Unit	 Rp- 
M.792	"Programming, Testing
& Commisioning"	Lot	 Rp- 
M.793	Alarm Bell dan Aksesoris	Unit	 Rp- 
M.794	Alarm Printer dan Aksesoris	Unit	 Rp- 
M.795	Report Printer dan Aksesoris	Unit	 Rp- 
M.796	Announciator dan Aksesoris	Unit	 Rp- 
M.797	Terminal Box Fire Alarm (Lengkap dengan Modul) dan Aksesoris	Unit	 Rp210,100 
M.798	Smoke Detector Addressable dan Aksesoris	Unit	 Rp642,000 
M.799	Smoke Detector Konvensional dan Aksesoris	Unit	 Rp350,200 
M.800	Rate of Rise Detector Addressable dan Aksesoris	Unit	 Rp350,200 
M.801	Fix Heat Detector Addressable dan Aksesoris	Unit	 Rp350,200 
M.802	Rate of Rise Detector Konvensional dan Aksesoris	Unit	 Rp116,700 
M.803	Fix Heat Detector Konvensional dan Aksesoris	Unit	 Rp116,700 
M.804	Lamp Indicator dan Aksesoris	Unit	 Rp- 
M.805	Manual Break Glass dan Aksesoris	Unit	 Rp116,700 
M.806	Horn Strobe dan Aksesoris	Unit	 Rp233,500 
M.807	Fire Fighting Telepon dan Aksesoris	Unit	 Rp256,800 
			 Rp- 
M.808	Patch Panel UTP Cat 6 4 Port dan Aksesoris	Unit	 Rp- 
M.809	Wiring Management dan Aksesoris	Unit	 Rp140,100 
M.810	PoE Switch HUB dan Aksesoris	Unit	 Rp350,200 
M.811	Network Video Recorder (NVR) Kapasitas 32 Channel dan Aksesoris	Unit	 Rp3,501,900 
M.812	Rak 19" 12 U Lengkap dengan Power Outlet dan Aksesoris	Unit	 Rp- 
M.813	LCD Monitor 32 Inch dan Aksesoris	Unit	 Rp2,918,300 
M.814	LED Monitor 50 Inch dan Aksesoris	Unit	 Rp5,836,500 
M.815	Bracket	Unit	 Rp583,700 
M.816	Keyboard + Mouse dan Aksesoris	Unit	 Rp233,500 
M.817	Indoor Fix Dome IP Camera dan Aksesoris	Unit	 Rp700,400 
M.818	Outdoor Fix Dome IP Camera dan Aksesoris	Unit	 Rp933,800 
			 Rp- 
M.819	MDF-SS dan Aksesoris	Unit	 Rp1,751,000 
M.820	Selector Switch c/w Control Panel dan Aksesoris	Unit	 Rp- 
M.821	Power Amplifier 360 Watt dan Aksesoris	Unit	 Rp5,252,900 
M.822	Power Amplifier 240 Watt dan Aksesoris	Unit	 Rp4,085,600 
M.823	Power Amplifier 120 Watt dan Aksesoris	Unit	 Rp2,918,300 
M.824	System Controller (Mixer Pre Amp + Equalizer) dan Aksesoris	Unit	 Rp350,200 
M.825	VCD/DVD/MP3/Mp4 dan Aksesoris	Unit	 Rp233,500 
M.826	Sound Source dan Aksesoris	Unit	 Rp- 
M.827	Automatic Alarm System dan Aksesoris	Unit	 Rp- 
M.828	Paging Mic Keypad dan Aksesoris	Unit	 Rp1,167,300 
M.829	UPS 1 KVA (Inverter, Rectifier, Battery Backup 4 Jam) dan Aksesoris	Unit	 Rp9,338,400 
M.830	Rack Cabinet dan Aksesoris	Unit	 Rp- 
M.831	Terminal Box Tata Suara (TBTS) dan Aksesoris	Unit	 Rp1,050,600 
M.832	Ceilling Speaker dan Aksesoris	Unit	 Rp875,500 
M.833	Wall Speaker dan Aksesoris	Unit	 Rp817,100 
M.834	Horn Speaker dan Aksesoris	Unit	 Rp933,800 
M.835	Tiang Horn Speaker	m1	 Rp- 
			 Rp- 
M.836	MDF 2 x 8 Pair dan Aksesoris	Unit	 Rp- 
M.837	MDF 2 x 10 Pair dan Aksesoris	Unit	 Rp- 
M.838	Pemasangan 1 Unit PABX Kap: 1 Line 10 Extension (Lengkap Dengan Pemrograman dan aksesoris)	Unit	 Rp- 
M.839	Pemasangan 1 Unit PABX Kap: 1 Line 8 Extension (Lengkap Dengan Pemrograman dan Aksesoris)	Unit	 Rp- 
M.840	Terminal Box Telepon dan Aksesoris	Unit	 Rp- 
M.841	Outlet Telepon dan Aksesoris	Unit	 Rp- 
			 Rp- 
M.842	Server/Gateway c/w PC, Monitor, Keyboard, Mouse dan Aksesoris	Unit	 Rp17,509,500 
M.843	Main Switch HUB 24 Port dan Aksesoris	Unit	 Rp2,334,600 
M.844	Main Switch HUB 12 Port dan Aksesoris	Unit	 Rp583,700 
M.845	Router Broadband dan Aksesoris	Unit	 Rp233,500 
M.846	Fire Wall + Anti Virus dan Aksesoris	Unit	 Rp233,500 
M.847	Outlet Data dan Aksesoris	Unit	 Rp105,100 
M.848	Patch Cord dan Aksesoris	Unit	 Rp35,000 
M.849	Patch Panel 24 Port dan Aksesoris	Unit	 Rp583,700 
M.850	Wifi Access Point (Wifi 6 Radius 50 M) dan Aksesoris	Unit	 Rp583,700 
			 Rp- 
M.851	Connector	Buah	 Rp- 
M.852	Splitter TV 6 Port dan Aksesoris	Unit	 Rp192,600 
M.853	Splitter TV 7 Port dan Aksesoris	Unit	 Rp210,100 
M.854	Terminal Box TV dan Aksesoris	Unit	 Rp116,700 
M.855	Antena UHF dan Aksesoris	Unit	 Rp175,100 
M.856	Antena VHF dan Aksesoris	Unit	 Rp175,100 
M.857	Tiang Antena	Buah	 Rp116,700 
	 HARGA BAHAN SISTEM TATA UDARA		 Rp- 
M.858	AC Wall Mounted Kap : 5.000 BTUH dan Aksesoris	Unit	 Rp4,085,600 
M.859	AC Wall Mounted Kap : 6.500 BTUH dan Aksesoris	Unit	 Rp4,377,400 
M.860	AC Wall Mounted Kap : 7.000 BTUH dan Aksesoris	Unit	 Rp4,669,200 
M.861	AC Wall Mounted Kap : 9.000 BTUH dan Aksesoris	Unit	 Rp5,252,900 
M.862	AC Wall Mounted Kap : 12.000 BTUH dan Aksesoris	Unit	 Rp6,128,300 
M.863	AC Wall Mounted Kap : 24.000 BTUH dan Aksesoris	Unit	 Rp- 
M.864	AC Wall Mounted Kap : 35.000 BTUH dan Aksesoris	Unit	 Rp- 
M.865	PVC Conduit HI 20mm dan Aksesoris	m1	 Rp8,200 
M.866	Ceilling Fan. 50 CFM dan Aksesoris	Unit	 Rp233,500 
M.867	Ceilling Fan. 75 CFM dan Aksesoris	Unit	 Rp408,600 
M.868	Ceilling Fan. 100 CFM dan Aksesoris	Unit	 Rp525,300 
M.869	Ceilling Fan. 200 CFM dan Aksesoris	Unit	 Rp583,700 
M.870	Inline Fan ; 500 CFM dan Aksesoris	Unit	 Rp817,100 
M.871	Inline Fan ; 700 CFM dan Aksesoris	Unit	 Rp1,050,600 
M.872	Axial Fan ; 2.600 CFM dan Aksesoris	Unit	 Rp4,610,800 
M.873	Axial Fan ; 2.800 CFM dan Aksesoris	Unit	 Rp4,961,000 
M.874	Axial Fan ; 3.200 CFM dan Aksesoris	Unit	 Rp4,961,000 
M.875	Axial Fan ; 3.500 CFM dan Aksesoris	Unit	 Rp4,961,000 
M.876	Axial Fan ; 4.000 CFM dan Aksesoris	Unit	 Rp5,661,400 
M.877	Axial Fan ; 5.500 CFM dan Aksesoris	Unit	 Rp5,661,400 
M.878	Rotary Fan dan Aksesoris	Unit	 Rp17,500 
M.879	Ceilling Fan Rotary dan Aksesoris	Unit	 Rp- 
M.880	Bifurcated; 1.500 CFM dan Aksesoris	Unit	 Rp- 
M.881	Propeller 75 CFM dan Aksesoris	Unit	 Rp- 
M.882	Propeller 100 CFM dan Aksesoris	Unit	 Rp- 
M.883	Propeller 150 CFM dan Aksesoris	Unit	 Rp- 
M.884	Propeller 375 CFM dan Aksesoris	Unit	 Rp- 
M.885	Propeller 500 CFM dan Aksesoris	Unit	 Rp- 
M.886	Propeller 600 CFM dan Aksesoris	Unit	 Rp- 
M.887	Propeller 150 CFM dan Aksesoris	Unit	 Rp- 
M.888	Intake Grille 600 x 300 mm dan Aksesoris	Unit	 Rp- 
M.889	Intake Grille 650 x 350 mm dan Aksesoris	Unit	 Rp- 
M.890	Intake Grille 800 x 350 mm dan Aksesoris	Unit	 Rp- 
M.891	Intake Grille 800 x 400 mm dan Aksesoris	Unit	 Rp- 
M.892	Intake Louvre 700 x 400 mm dan Aksesoris	Unit	 Rp- 
M.893	Fan Louvre 750 x 400 mm dan Aksesoris	Unit	 Rp- 
M.894	Fan Louvre 900 x 500 mm dan Aksesoris	Unit	 Rp- 
M.895	Fan Louvre 1000 x 400 mm dan Aksesoris	Unit	 Rp- 
M.896	Fan Louvre 1000 x 450 mm dan Aksesoris	Unit	 Rp- 
M.897	Exhaust Grille 150 x 150 mm dan Aksesoris	Unit	 Rp163,400 
M.898	Exhaust Grille 200 x 200 mm dan Aksesoris	Unit	 Rp268,500 
M.899	Exhaust Grille 600 x 300 mm dan Aksesoris	Unit	 Rp- 
M.900	Exhaust Grille 650 x 350 mm dan Aksesoris	Unit	 Rp- 
M.901	Exhaust Grille 900 x 400 mm dan Aksesoris	Unit	 Rp- 
M.902	Exhaust Louvre 200 x 200 mm dan Aksesoris	Unit	 Rp- 
M.903	Exhaust Louvre 450 x 250 mm dan Aksesoris	Unit	 Rp- 
M.904	Exhaust Louvre 400 x 300 mm dan Aksesoris	Unit	 Rp- 
M.905	Exhaust Louvre 750 x 350 mm dan Aksesoris	Unit	 Rp- 
M.906	Exhaust Louvre 800 x 400 mm dan Aksesoris	Unit	 Rp- 
M.907	Exhaust Louvre 850 x 400 mm dan Aksesoris	Unit	 Rp- 
M.908	Exhaust Louvre 900 x 500 mm dan Aksesoris	Unit	 Rp- 
M.909	Exhaust Louvre 1000 x 400 mm dan Aksesoris	Unit	 Rp- 
M.910	Exhaust Louvre 1000 x 450 mm dan Aksesoris	Unit	 Rp- 
	 HARGA BAHAN DUCTING		 Rp- 
M.911	BJLS 50 (Tanpa Isolasi)	m2	 Rp- 
M.912	BJLS 60 (Tanpa Isolasi)	m2	 Rp- 
M.913	BJLS 70 (Tanpa Isolasi)	m2	 Rp- 
M.914	BJLS 80 (Tanpa Isolasi)	m2	 Rp- 
M.915	BJLS 100 (Tanpa Isolasi)	m2	 Rp- 
M.916	BJLS 50 (Isolasi Luar)	m2	 Rp- 
M.917	BJLS 60 (Isolasi Luar)	m2	 Rp- 
M.918	BJLS 70 (Isolasi Luar)	m2	 Rp- 
M.919	BJLS 80 (Isolasi Luar)	m2	 Rp- 
M.920	BJLS 100 (Isolasi Luar)	m2	 Rp- 
M.921	BJLS 50 (Isolasi Luar Dalam)	m2	 Rp- 
M.922	BJLS 60 (Isolasi Luar Dalam)	m2	 Rp- 
M.923	BJLS 70 (Isolasi Luar Dalam)	m2	 Rp- 
M.924	BJLS 80 (Isolasi Luar Dalam)	m2	 Rp- 
M.925	BJLS 100 (Isolasi Luar Dalam)	m2	 Rp- 
M.926	Flinkote	Lot	 Rp- 
M.927	Finish Cat	Lot	 Rp- 
M.928	Hanger + Support	Lot	 Rp- 
M.929	Duct Tape	Roll	 Rp- 
M.930	Pipa Tembaga B280 Dia. 6.4 mm (1/4") dan Aksesoris	m1	 Rp35,000 
M.931	Pipa Tembaga B280 Dia. 9.5 mm (3/8") dan Aksesoris	m1	 Rp49,500 
M.932	Pipa Tembaga B280 Dia. 12.7 mm (1/2") dan Aksesoris	m1	 Rp98,400 
M.933	Pipa Tembaga B280 Dia. 15.9 mm (5/8") dan Aksesoris	m1	 Rp161,000 
M.934	Pipa Tembaga B280 Dia. 19.1 mm (3/4") dan Aksesoris	m1	 Rp181,100 
M.935	Pipa Tembaga B280 Dia. 22.2 mm (7/8") dan Aksesoris	m1	 Rp190,000 
M.936	Pipa Tembaga B280 Dia. 25.4 mm (1") dan Aksesoris	m1	 Rp229,600 
M.937	Pipa Tembaga B280 Dia. 28.6 mm (1-1/8") dan Aksesoris	m1	 Rp274,100 
M.938	Pipa Tembaga B280 Dia. 34.9 mm (1-3/8") dan Aksesoris	m1	 Rp322,000 
M.939	Pipa Tembaga B280 Dia. 41.3 mm (1-5/8") dan Aksesoris	m1	 Rp342,100 
M.940	PIPA PVC AW ; Dia. 1/2" ; (15 mm) dan Aksesoris	m1	 Rp19,100 
M.941	PIPA PVC AW ; Dia. 3/4" ; (20 mm) dan Aksesoris	m1	 Rp23,100 
M.942	PIPA PVC AW ; Dia. 1" ; (25 mm) dan Aksesoris	m1	 Rp28,000 
M.943	PIPA PVC AW ; Dia. 1-1/4" ; (32 mm) dan Aksesoris	m1	 Rp33,900 
M.944	PIPA PVC AW ; Dia. 1-1/2" ; (40 mm) dan Aksesoris	m1	 Rp41,000 
M.945	PIPA PVC AW ; Dia. 2" ; (50 mm) dan Aksesoris	m1	 Rp49,600 
M.946	PIPA PVC AW ; Dia. 2-1/2" ; (65 mm) dan Aksesoris	m1	 Rp60,000 
M.947	PIPA PVC AW ; Dia. 3" (80 mm) dan Aksesoris	m1	 Rp78,700 
M.948	PIPA PVC AW ; Dia. 4" ; (100 mm) dan Aksesoris	m1	 Rp103,100 
	 HARGA BAHAN SISTEM PROTEKSI KEBAKARAN		 Rp- 
M.949	PRV SET Dia. 50 mm dan Aksesoris	Unit	 Rp- 
M.950	PRV SET Dia. 65 mm dan Aksesoris	Unit	 Rp- 
M.951	PRV SET Dia. 80 mm dan Aksesoris	Unit	 Rp- 
M.952	PRV SET Dia. 100 mm dan Aksesoris	Unit	 Rp- 
M.953	PRV SET Dia. 150 mm dan Aksesoris	Unit	 Rp- 
M.954	PRV SET Dia. 200 mm dan Aksesoris	Unit	 Rp- 
M.955	MCV Set dia. 80 mm dan Aksesoris	Unit	 Rp- 
M.956	MCV Set dia. 100 mm dan Aksesoris	Unit	 Rp- 
M.957	MCV Set dia. 150 mm dan Aksesoris	Unit	 Rp- 
M.958	BCV Set dia. 50mm	Set	 Rp- 
M.959	BCV Set dia. 65mm	Set	 Rp- 
M.960	BCV Set dia. 80mm	Set	 Rp- 
M.961	BCV Set dia. 100mm	Set	 Rp- 
M.962	BCV Set dia. 150mm	Set	 Rp- 
M.963	Butterfly Valve w/Temper Switch 50mm	Buah	 Rp- 
M.964	Butterfly Valve w/Temper Switch 65mm	Buah	 Rp- 
M.965	Butterfly Valve w/Temper Switch 80mm	Buah	 Rp- 
M.966	Butterfly Valve w/Temper Switch 100mm	Buah	 Rp- 
M.967	Butterfly Valve w/Temper Switch 150mm	Buah	 Rp- 
M.968	Flow Switch dia. 50mm	Buah	 Rp- 
M.969	Flow Switch dia. 65mm	Buah	 Rp- 
M.970	Flow Switch dia. 80mm	Buah	 Rp- 
M.971	Flow Switch dia. 100mm	Buah	 Rp- 
M.972	Flow Switch dia. 150mm	Buah	 Rp- 
M.973	Sigh Glass	Buah	 Rp- 
M.974	Test Drain Valve	Buah	 Rp- 
M.975	Coupling 1 Set	Set	 Rp- 
M.976	Automatic Air Vent dia. 50 mm dan Aksesoris	Unit	 Rp- 
M.977	Automatic Air Vent dia. 80 mm dan Aksesoris	Unit	 Rp- 
M.978	Safety Valve dia. 100mm dan Aksesoris	Unit	 Rp- 
M.979	Safety Valve dia. 150mm dan Aksesoris	Unit	 Rp- 
M.980	Flow Meter Analog dia. 100mm dan Aksesoris	Unit	 Rp- 
M.981	Flow Meter Analog dia. 200mm dan Aksesoris	Unit	 Rp- 
M.982	Landing Valve 2.5" dan Aksesoris	Unit	 Rp- 
M.983	Orifice Plate dia. 25mm dan Aksesoris	Unit	 Rp- 
M.984	Sprinkler Head Pendant dan Aksesoris	Unit	 Rp- 
M.985	Sprinkler Head Upright dan Aksesoris	Unit	 Rp- 
M.986	Hydrant Pillar dan Aksesoris	Unit	 Rp- 
M.987	Indoor Hydrant Box (IHB) dan Aksesoris	Unit	 Rp- 
M.988	Outdoor Hydrant Box (OHB) dan Aksesoris	Unit	 Rp- 
M.989	Siamesse Connection dan Aksesoris	Unit	 Rp- 
M.990	Fire Extinguisher 3 Kg dan Aksesoris	Unit	 Rp- 
M.991	Fire Extinguisher 5 Kg dan Aksesoris	Unit	 Rp- 
M.992	Fire Extinguisher 25 Kg dan Aksesoris	Unit	 Rp- 
M.993	Pompa Kebakaran	Unit	 Rp- 
M.994	Jockey Fire Pump Vertical Multi Stage. 25 USGPM dan Aksesoris	Unit	 Rp- 
M.995	Main Fire Pump Centrifugal End Suction. 1.000 USGPM dan Aksesoris	Unit	 Rp- 
M.996	Diesel Fire Pump Centrifugal End Suction. 1.000 USGPM dan Aksesoris	Unit	 Rp- 
M.997	Main Fire Pump Centrifugal End Suction. 1.250 USGPM dan Aksesoris	Unit	 Rp- 
M.998	Diesel Fire Pump Centrifugal End Suction. 1.250 USGPM dan Aksesoris	Unit	 Rp- 
	 HARGA BAHAN DRAINASE		 Rp- 
M.999	U-Ditch Uk. 30x30x120cm	Buah	 Rp1,135,100 
M.1000	U-Ditch Uk. 30x40x120cm	Buah	 Rp1,311,000 
M.1001	U-Ditch Uk. 40x40x120cm	Buah	 Rp1,591,400 
M.1002	U-Ditch Uk. 40x50x120cm	Buah	 Rp1,655,300 
M.1003	U-Ditch Uk. 40x60x120cm	Buah	 Rp1,689,800 
M.1004	U-Ditch Uk. 50x50x120cm	Buah	 Rp1,782,900 
M.1005	U-Ditch Uk. 50x60x120cm	Buah	 Rp1,817,400 
M.1006	U-Ditch Uk. 50x70x120cm	Buah	 Rp1,881,100 
M.1007	U-Ditch Uk. 60x60x120cm	Buah	 Rp1,944,800 
M.1008	U-Ditch Uk. 60x70x120cm	Buah	 Rp2,008,600 
M.1009	U-Ditch Uk. 60x80x120cm	Buah	 Rp2,209,500 
M.1010	U-Ditch Uk. 80x60x120cm	Buah	 Rp2,430,400 
M.1011	U-Ditch Uk. 80x80x120cm	Buah	 Rp2,673,500 
M.1012	U-Ditch Uk. 80x100x120cm	Buah	 Rp2,940,800 
M.1013	U-Ditch Uk. 100x100x120cm	Buah	 Rp3,234,900 
M.1014	U-Ditch Uk. 100x120x120cm	Buah	 Rp3,558,400 
M.1015	U-Ditch Uk. 120x120x120cm	Buah	 Rp3,914,200 
M.1016	U-Ditch Uk. 120x140x120cm	Buah	 Rp4,305,700 
M.1017	U-Ditch Uk. 140x140x120cm	Buah	 Rp4,736,200 
M.1018	U-Ditch Uk. 150x100x120cm	Buah	 Rp5,209,900 
M.1019	U-Ditch Uk. 150x150x120cm	Buah	 Rp5,730,900 
M.1020	U-Ditch Uk. 150x170x120cm	Buah	 Rp6,303,900 
M.1021	U-Ditch Uk. 160x160x120cm	Buah	 Rp6,934,300 
M.1022	U-Ditch Uk. 160x180x120cm	Buah	 Rp7,627,700 
M.1023	U-Ditch Uk. 180x180x120cm	Buah	 Rp8,390,600 
M.1024	U-Ditch Uk. 180x200x120cm	Buah	 Rp9,229,600 
M.1025	U-Ditch Uk. 200x200x120cm	Buah	 Rp10,152,600 
M.1026	Tutup U-Ditch Uk. 39x60x6cm (Tipe LD)	Buah	 Rp95,600 
M.1027	Tutup U-Ditch Uk. 51x60x7cm (Tipe LD)	Buah	 Rp105,200 
M.1028	Tutup U-Ditch Uk. 62x60x7.5cm (Tipe LD)	Buah	 Rp115,700 
M.1029	Tutup U-Ditch Uk. 73x60x8cm (Tipe LD)	Buah	 Rp127,400 
M.1030	Tutup U-Ditch Uk. 94x60x10cm (Tipe LD)	Buah	 Rp140,100 
M.1031	Tutup U-Ditch Uk. 39x60x9cm (Tipe HD)	Buah	 Rp154,100 
M.1032	Tutup U-Ditch Uk. 51x60x10cm (Tipe HD)	Buah	 Rp169,500 
M.1033	Tutup U-Ditch Uk. 62x60x13cm (Tipe HD)	Buah	 Rp186,400 
M.1034	Tutup U-Ditch Uk. 73x60x14cm (Tipe HD)	Buah	 Rp205,000 
M.1035	Tutup U-Ditch Uk. 94x60x15cm (Tipe HD)	Buah	 Rp225,500 
M.1036	Buis Beton 1/2 D 30 - 100cm	Buah	 Rp109,700 
M.1037	Buis Beton 1/2 D 40 - 100cm	Buah	 Rp120,700 
M.1038	Buis Beton 1/2 D 50 - 100cm	Buah	 Rp132,700 
M.1039	Buis Beton 1/2 D 60 - 100cm	Buah	 Rp146,000 
M.1040	Buis Beton 1/2 D 80 - 100cm	Buah	 Rp160,600 
M.1041	Buis Beton 1/2 D 100 - 100cm	Buah	 Rp176,600 
M.1042	Buis Beton D 30 - 100cm	Buah	 Rp194,400 
M.1043	Buis Beton D 40 - 100cm	Buah	 Rp213,700 
M.1044	Buis Beton D 50 - 100cm	Buah	 Rp235,100 
M.1045	Buis Beton D 60 - 100cm	Buah	 Rp258,600 
M.1046	Buis Beton D 80 - 100cm	Buah	 Rp284,500 
M.1047	Buis Beton D 100 - 100cm	Buah	 Rp313,000 
M.1048	Box Culvert Uk. 40x40x100cm	Buah	 Rp1,729,400 
M.1049	Box Culvert Uk. 50x50x100cm	Buah	 Rp1,885,000 
M.1050	Box Culvert Uk. 60x60x100cm	Buah	 Rp2,054,600 
M.1051	Box Culvert Uk. 80x80x100cm	Buah	 Rp2,239,600 
M.1052	Box Culvert Uk. 100x100x100cm	Buah	 Rp2,441,100 
M.1053	Box Culvert Uk. 150x150x100cm	Buah	 Rp2,660,700 
M.1054	Box Culvert Uk. 200x200x100cm	Buah	 Rp2,900,300 
M.1055	Box Culvert Uk. 300x300x100cm	Buah	 Rp3,161,300 
	 HARGA BAHAN PERPIPAAN DILUAR GEDUNG		 Rp- 
M.1056	Pipa PVC Ø 63mm	m1	 Rp31,500 
M.1057	Pipa PVC Ø 90mm	m1	 Rp65,100 
M.1058	Pipa PVC Ø 110mm	m1	 Rp108,000 
M.1059	Pipa PVC Ø 150mm	m1	 Rp172,200 
M.1060	Pipa PVC Ø 200mm	m1	 Rp402,700 
M.1061	Pipa PVC Ø 250mm	m1	 Rp622,500 
M.1062	Pipa PVC Ø 300mm	m1	 Rp875,500 
M.1063	Pipa PVC Ø 400mm	m1	 Rp1,313,200 
M.1064	Pipa PVC Ø 450mm	m1	 Rp- 
M.1065	Pipa PVC Ø 500mm	m1	 Rp- 
M.1066	Pipa PVC Ø 600mm	m1	 Rp- 
M.1067	Pipa PVC Ø 800mm	m1	 Rp- 
M.1068	Pipa PVC Ø 900mm	m1	 Rp- 
M.1069	Pipa PVC Ø 1000mm	m1	 Rp- 
M.1070	Pipa PVC Ø 1100mm	m1	 Rp- 
M.1071	Pipa PVC Ø 1200mm	m1	 Rp- 
M.1072	Pipa Galvanis Ø 63mm	m1	 Rp173,500 
M.1073	Pipa Galvanis Ø 100mm	m1	 Rp323,000 
M.1074	Pipa Galvanis Ø 125mm	m1	 Rp466,900 
M.1075	Pipa Galvanis Ø 150mm	m1	 Rp525,300 
M.1076	Pipa Galvanis Ø 200mm	m1	 Rp918,300 
M.1077	Pipa Galvanis Ø 250mm	m1	 Rp1,556,400 
M.1078	Pipa Galvanis Ø 300mm	m1	 Rp1,867,700 
M.1079	Pipa Galvanis Ø 400mm	m1	 Rp2,373,500 
M.1080	Pipa Galvanis Ø 450mm	m1	 Rp3,891,000 
M.1081	Pipa Galvanis Ø 500mm	m1	 Rp4,377,400 
M.1082	Pipa Galvanis Ø 600mm	m1	 Rp5,252,900 
M.1083	Pipa Galvanis Ø 800mm	m1	 Rp- 
